list_placement,id,title,author_id,author_name,avg_rating,number_of_ratings,list_score,number_of_list_votes
337,15745753,Eleanor &amp; Park,4208569,Rainbow Rowell,4.05,861358,34316,400
338,21,A Short History of Nearly Everything,7,Bill Bryson,4.2,298811,34290,413
339,33,The Lord of the Rings,656983,J.R.R. Tolkien,4.5,565611,34208,410
340,17347634,Me Before You,281810,Jojo Moyes,4.26,1150886,34172,397
341,12127750,The Mark of Athena,15872,Rick Riordan,4.45,441285,34163,422
342,3153910,The Art of Racing in the Rain,194531,Garth Stein,4.21,452310,34060,404
343,9275658,Legend,4342215,Marie Lu,4.17,411628,34057,391
344,7235533,The Way of Kings,38550,Brandon Sanderson,4.63,303940,34012,359
345,4374400,If I Stay,295178,Gayle Forman,3.94,712962,33968,407
346,3685,Black Beauty,2530,Anna Sewell,3.96,239243,33920,489
347,8921,The Hound of the Baskervilles,2448,Arthur Conan Doyle,4.12,254594,33810,470
348,7588,A Portrait of the Artist as a Young Man,5144,James Joyce,3.62,128113,33763,443
349,7733,Gulliver&#39;s Travels,1831,Jonathan Swift,3.57,232198,33672,516
350,5826,Bel Canto,7136914,Ann Patchett,3.93,239814,33500,405
351,28676,American Psycho,2751,Bret Easton Ellis,3.82,242434,33463,402
352,5805,V for Vendetta,3961,Alan Moore,4.25,264652,33219,433
353,310259,Love You Forever,6039100,Robert Munsch,4.36,202627,33186,421
354,6327,The Witches,4273,Roald Dahl,4.17,314637,33065,443
355,646462,القرآن الكريم,5158478,Anonymous,4.35,57505,32967,372
356,2213661,The Graveyard Book,1221698,Neil Gaiman,4.13,438644,32962,422
357,14905,The Complete Novels,1265,Jane Austen,4.56,29755,32890,442
358,13536860,Fifty Shades Freed,4725841,E.L. James,3.85,714548,32774,390
359,10920,Cold Mountain,7130,Charles Frazier,3.86,221661,32650,443
360,43035,White Fang,1240,Jack London,3.98,153862,32467,463
361,11387515,Wonder,4859212,R.J. Palacio,4.44,735159,32281,376
362,52357,Beowulf,4699102,Unknown,3.45,239184,31884,459
363,68428,The Final Empire,38550,Brandon Sanderson,4.45,402900,31853,351
364,84981,Tuck Everlasting,1954,Natalie Babbitt,3.87,232598,31793,434
365,6304335,Beautiful Creatures,2895706,Kami Garcia,3.76,539944,31680,391
366,16631,Steppenwolf,1113469,Hermann Hesse,4.13,135957,31588,399
367,42899,Dark Lover,20248,J.R. Ward,4.19,289549,31428,368
368,45978,Eldest,8349,Christopher Paolini,3.99,355715,31381,404
369,46799,Go Ask Alice,69007,Beatrice Sparks,3.76,234818,31333,421
370,30528535,انتحار فاشل,15342319,أحمد جمال الدين رمضان,4.51,2286,31144,319
371,228665,The Eye of the World,6252,Robert Jordan,4.17,392381,31020,364
372,391729,The Tell-Tale Heart and Other Writings,4624490,Edgar Allan Poe,4.17,221819,31016,453
373,77013,As I Lay Dying,3535,William Faulkner,3.72,136951,30850,414
374,15195,The Complete Maus,5117,Art Spiegelman,4.55,137968,30702,398
375,5148,A Separate Peace,3496,John Knowles,3.58,190965,30697,419
376,45032,Mansfield Park,1265,Jane Austen,3.86,284581,30080,426
377,3985,The Amazing Adventures of Kavalier &amp; Clay,2715,Michael Chabon,4.18,184196,29943,368
378,2248573,Brisingr,8349,Christopher Paolini,4.05,299648,29834,389
379,30528544,العصبي,15342319,أحمد جمال الدين رمضان,4.52,1968,29689,305
380,60748,A Child Called &quot;It&quot;,1881,Dave Pelzer,4.11,379231,29539,384
381,22232,Stargirl,12696,Jerry Spinelli,3.76,296616,29529,356
382,67896,Tao Te Ching,2622245,Lao Tzu,4.28,117399,29378,375
383,12578077,Obsidian,4476934,Jennifer L. Armentrout,4.18,226152,29088,328
384,14836,Midnight&#39;s Children,3299,Salman Rushdie,3.98,104625,29078,353
385,5526,Dear John,2345,Nicholas Sparks,4.03,540081,29023,368
386,11590,&#39;Salem&#39;s Lot,3389,Stephen King,4.03,334772,28986,393
387,76778,The Martian Chronicles,1630,Ray Bradbury,4.14,210558,28966,388
388,4406,East of Eden,585,John Steinbeck,4.37,429392,28961,346
389,7791997,Crescendo,2876763,Becca Fitzpatrick,4.04,274977,28887,357
390,11713,The English Patient,4030,Michael Ondaatje,3.88,113568,28855,394
391,49628,Cloud Atlas,6538289,David Mitchell,4.01,216609,28850,347
392,629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,401,Robert M. Pirsig,3.77,200813,28737,364
393,18007564,The Martian,6540057,Andy Weir,4.4,818749,28704,336
394,5358,The Firm,721,John Grisham,4.02,564829,28613,419
395,6400090,The Last Song,2345,Nicholas Sparks,4.15,505036,28609,350
396,17150,My Ántonia,881203,Willa Cather,3.8,120056,28526,388
397,18122,The Amber Spyglass,3618,Philip Pullman,4.09,298744,28439,363
398,10429045,Shatter Me,4637539,Tahereh Mafi,3.95,291452,28347,327
399,30597,The Hunchback of Notre-Dame,13661,Victor Hugo,3.99,171624,28283,407
400,130440,Doctor Zhivago,7902,Boris Pasternak,4.01,82603,28261,422
401,2932,Robinson Crusoe,2007,Daniel Defoe,3.68,248058,28064,420
402,15645,Inferno,5031312,Dante Alighieri,4.0,143193,27932,380
403,6952,Like Water for Chocolate,4694,Laura Esquivel,3.95,324664,27863,395
404,251688,Breakfast at Tiffany&#39;s and Three Stories,431149,Truman Capote,3.88,211637,27600,387
405,23437156,Six of Crows,4575289,Leigh Bardugo,4.43,317579,27266,300
406,31685789,Room,23613,Emma Donoghue,4.06,715192,27254,336
407,5364,Dragonfly in Amber,3617,Diana Gabaldon,4.32,287652,27247,342
408,4980,Breakfast of Champions,2778055,Kurt Vonnegut Jr.,4.07,223038,27035,340
409,6319,The BFG,4273,Roald Dahl,4.22,373815,27029,366
410,862041,Harry Potter Series Box Set,1077326,J.K. Rowling,4.73,252101,26616,322
410,22463,The Origin of Species,12793,Charles Darwin,3.98,99516,26616,365
412,8490112,Daughter of Smoke &amp; Bone,324620,Laini Taylor,4.01,311397,26196,308
413,51496,The Strange Case of Dr. Jekyll and Mr. Hyde,854076,Robert Louis Stevenson,3.82,385473,26156,381
414,5211,A Fine Balance,3539,Rohinton Mistry,4.35,129478,26113,311
415,8755785,City of Heavenly Fire,150038,Cassandra Clare,4.44,289521,26082,325
416,3975774,Evermore,200317,Alyson Noel,3.59,263116,25993,315
417,41637836,The Subtle Knife,3618,Philip Pullman,4.13,366691,25809,346
418,12898,Death of a Salesman,8120,Arthur  Miller,3.53,185990,25672,399
419,10644930,11/22/63,3389,Stephen King,4.31,420984,25410,308
420,11989,The Plague,957894,Albert Camus,4.01,171939,25332,345
421,386187,Midnight in the Garden of Good and Evil,4952,John Berendt,3.92,224206,25322,357
422,12220,A Streetcar Named Desire,7751,Tennessee Williams,3.98,261436,25241,386
423,1420,Hamlet,947,William Shakespeare,4.02,730944,25183,323
424,6759,Infinite Jest,4339,David Foster Wallace,4.28,74355,25154,274
425,28862,The Prince,16201,Niccolò Machiavelli,3.82,260369,25150,352
426,14706,"Faust, First Part",285217,Johann Wolfgang von Goethe,3.93,58328,25082,335
427,6936382,Anna and the French Kiss,3095893,Stephanie Perkins,4.01,364224,24959,288
428,40873273,Snow Flower and the Secret Fan,713,Lisa See,4.08,339724,24945,318
429,28921,The Remains of the Day,4280,Kazuo Ishiguro,4.12,200527,24879,347
430,13497,A Feast for Crows,346732,George R.R. Martin,4.14,621636,24631,323
431,13152,The Angel Experiment,3780,James Patterson,4.07,205930,24527,302
432,9460487,Miss Peregrine&#39;s Home for Peculiar Children,3046613,Ransom Riggs,3.91,978609,24497,307
433,43448,Flowers in the Attic,1353301,V.C. Andrews,3.82,160885,24342,325
434,7354,The Shipping News,1262010,Annie Proulx,3.86,130432,24312,334
435,7735333,Matched,1304470,Ally Condie,3.66,654037,24271,303
436,8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",30913,Laura Hillenbrand,4.36,768275,24200,290
437,136116,The Scarlet Pimpernel,2893961,Emmuska Orczy,4.06,124422,24140,310
438,15717943,Hopeless,5430144,Colleen Hoover,4.29,268427,24048,269
439,14201,Jonathan Strange &amp; Mr Norrell,8842,Susanna Clarke,3.82,198907,24032,297
440,187181,The Chosen,7385,Chaim Potok,4.04,85909,23909,324
441,285092,High Fidelity,2929,Nick Hornby,3.93,173704,23790,297
442,18143977,All the Light We Cannot See,28186,Anthony Doerr,4.33,1026886,23668,278
443,394535,"Blood Meridian, or the Evening Redness in the West",4178,Cormac McCarthy,4.17,107720,23647,276
444,249747,Artemis Fowl,10896,Eoin Colfer,3.85,496616,23471,306
445,11324204,Houdini Heart,286014,Ki Longfellow,4.2,2105,23469,243
446,19302,Pippi Longstocking,410653,Astrid Lindgren,4.13,168067,23139,335
447,3950967,The Tales of Beedle the Bard,1077326,J.K. Rowling,4.06,407192,23096,331
448,10956,The Virgin Suicides,1467,Jeffrey Eugenides,3.82,229251,23058,302
449,101299,The Reader,2894,Bernhard Schlink,3.76,170973,22873,324
450,14866,Nineteen Minutes,7128,Jodi Picoult,4.13,300806,22630,287
451,12127810,The House of Hades,15872,Rick Riordan,4.54,262758,22460,281
452,33600,Shantaram,18907,Gregory David Roberts,4.25,168104,22250,253
453,397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",5869,Erik Larson,3.99,522566,22245,290
454,11422,Redeeming Love,6492,Francine Rivers,4.49,213412,22184,252
455,53835,The Age of Innocence,16,Edith Wharton,3.95,139556,21996,309
456,1656001,The Host,941441,Stephenie Meyer,3.84,896015,21793,272
457,6411961,The Lost Symbol,630,Dan Brown,3.71,521630,21758,280
458,18114322,The Grapes of Wrath,585,John Steinbeck,3.97,750949,21698,291
459,676924,Betrayed,17015,P.C. Cast,3.93,240310,21656,281
460,17716,Waiting for Godot,1433597,Samuel Beckett,3.83,160555,21646,290
461,50398,Northanger Abbey,1265,Jane Austen,3.83,298303,21609,318
462,6088007,Neuromancer,9226,William Gibson,3.9,262578,21577,267
463,140225,The Voyage of the Dawn Treader,1069006,C.S. Lewis,4.09,395313,21419,310
464,11012,Dubliners,5144,James Joyce,3.85,123129,21387,303
465,42900,Lover Awakened,20248,J.R. Ward,4.44,161671,21280,258
466,16096824,A Court of Thorns and Roses,3433047,Sarah J. Maas,4.22,478759,21199,245
467,656,War and Peace,128382,Leo Tolstoy,4.12,265084,21121,258
468,137791,Divine Secrets of the Ya-Ya Sisterhood,3489,Rebecca Wells,3.83,522952,20996,310
469,34080,The Waste Land,18540,T.S. Eliot,4.11,42778,20932,293
470,256566,Everything Is Illuminated,2617,Jonathan Safran Foer,3.9,164354,20856,255
471,2866718,Untamed,17015,P.C. Cast,3.95,213799,20806,269
472,10664113,A Dance with Dragons,346732,George R.R. Martin,4.32,556611,20785,274
473,17167166,Crown of Midnight,3433047,Sarah J. Maas,4.42,340197,20640,245
474,13214,I Know Why the Caged Bird Sings,3503,Maya Angelou,4.24,409804,20487,292
475,59716,To the Lighthouse,6765,Virginia Woolf,3.78,133458,20466,277
476,41804,"I, Robot",16667,Isaac Asimov,4.2,276059,20373,280
477,690926,The Twilight Collection,941441,Stephenie Meyer,3.79,43749,20353,259
478,5308,The Pearl,585,John Steinbeck,3.48,188054,20347,318
479,18635016,The One,2987125,Kiera Cass,4.2,381358,20204,241
480,41681,The Jungle,23510,Upton Sinclair,3.75,128912,20164,280
481,10592,Carrie,3389,Stephen King,3.96,521526,20134,293
482,18765,"I, Claudius",3012988,Robert Graves,4.23,56817,19961,271
483,77142,Snow Falling on Cedars,1873,David Guterson,3.84,166202,19933,285
484,10987,Voyager,3617,Diana Gabaldon,4.37,257604,19903,255
485,20613470,Heir of Fire,3433047,Sarah J. Maas,4.48,280786,19740,229
486,4137,Me Talk Pretty One Day,2849,David Sedaris,3.99,618554,19727,266
487,3087,A Room with a View,86404,E.M. Forster,3.91,152010,19369,290
488,1326258,Chosen,17015,P.C. Cast,3.91,222250,19348,252
489,31242,Bleak House,239579,Charles Dickens,4.0,97101,19238,264
490,30289,The Republic,879,Plato,3.94,171136,19056,280
491,84369,The Last Battle,1069006,C.S. Lewis,4.02,222219,19027,278
492,179780,The Exorcist,104728,William Peter Blatty,4.18,180960,18994,276
493,17061,Coraline,1221698,Neil Gaiman,4.06,482834,18768,256
494,9293020,The Elephant Tree,4346642,R.D. Ronald,4.14,61927,18642,207
495,24861,Demian: Die Geschichte von Emil Sinclairs Jugend,1113469,Hermann Hesse,4.13,74037,18598,223
496,16101128,The 5th Wave,3377941,Rick Yancey,4.04,388888,18378,221
497,6644117,The Iron King,2995873,Julie Kagawa,3.9,192315,18358,225
498,12000020,Aristotle and Dante Discover the Secrets of the Universe,4841310,Benjamin Alire Sáenz,4.33,260704,18331,200
499,8709527,Bloodlines,137902,Richelle Mead,4.2,167595,18328,232
500,7740152,Torment,2905297,Lauren Kate,3.87,208166,18319,236
501,93101,The Arabian Nights,5158478,Anonymous,4.04,61233,18263,256
502,112204,The Complete Poems of Emily Dickinson,7440,Emily Dickinson,4.23,77271,18245,287
503,5797,Vanity Fair,3953,William Makepeace Thackeray,3.79,118169,18214,261
504,43889,Wizard&#39;s First Rule,3441,Terry Goodkind,4.12,229469,18170,218
505,156538,North and South,1413437,Elizabeth Gaskell,4.13,143872,18164,234
506,34384161,Quantum Roots II: Worm Holes,4868409,Kyle Keyes,4.34,9075,18157,202
507,30933,Brideshead Revisited,11315,Evelyn Waugh,4.0,93321,18047,246
508,14743,The God Delusion,1194,Richard Dawkins,3.9,231785,18030,229
509,34521870,Mistress Suffragette,16857084,Diana   Forbes,4.34,7568,17956,200
510,33124137,Pet Sematary,3389,Stephen King,4.0,425845,17948,248
511,31548,Of Human Bondage,4176632,W. Somerset Maugham,4.11,50091,17859,250
512,40651883,Snow Crash,545,Neal Stephenson,4.02,237025,17719,208
513,20448515,Bared to You,19823,Sylvia Day,4.18,454175,17649,206
514,8908,World War Z: An Oral History of the Zombie War,5791,Max Brooks,4.01,440533,17610,222
515,11901,The Witching Hour,7577,Anne Rice,4.11,102011,17607,236
516,3682,A Great and Terrible Beauty,2526,Libba Bray,3.78,208235,17567,217
517,8909,The War of the Worlds,880695,H.G. Wells,3.83,245070,17478,266
518,2800905,The Summoning,7581,Kelley Armstrong,4.02,154777,17426,217
519,6150,"Cry, the Beloved Country",3527,Alan Paton,3.89,67370,17200,236
520,960,Angels &amp; Demons,630,Dan Brown,3.9,2678709,17180,220
521,51606,Johnny Got His Gun,29068,Dalton Trumbo,4.18,34361,17156,211
521,47401,Chocolat,9432,Joanne Harris,3.95,113200,17156,255
523,1421990,Halfway to the Grave,669810,Jeaniene Frost,4.16,136043,17038,204
524,49436,Three Cups of Tea: One Man&#39;s Mission to Promote Peace ... One School at a Time,27837,Greg Mortenson,3.65,326071,17023,232
525,4268157,Perfect Chemistry,274533,Simone Elkeles,4.06,239671,17008,200
526,22328546,Red Queen,7074943,Victoria Aveyard,4.04,566510,17003,191
527,5890,The Woman in White,4012,Wilkie Collins,3.99,131813,16990,244
528,3777732,City of Glass,150038,Cassandra Clare,4.31,796432,16969,226
529,6485421,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,150038,Cassandra Clare,4.56,64938,16931,215
530,51738,Just Listen,2987,Sarah Dessen,4.06,231543,16745,204
531,8667848,A Discovery of Witches,3849415,Deborah Harkness,4.0,370065,16709,199
532,51737,The Truth About Forever,2987,Sarah Dessen,4.12,209071,16672,205
533,764347,Unwind,19564,Neal Shusterman,4.17,192007,16625,197
534,135836,Trainspotting,5687,Irvine Welsh,4.07,153179,16613,205
535,70535,2001: A Space Odyssey,7779,Arthur C. Clarke,4.15,259843,16607,225
536,12957,Much Ado About Nothing,947,William Shakespeare,4.06,214808,16591,245
537,197084,Are You My Mother?,13898,P.D. Eastman,4.19,213569,16520,245
538,4799,Cannery Row,585,John Steinbeck,4.04,112059,16505,240
539,12749,Swann&#39;s Way,233619,Marcel Proust,4.12,47188,16418,205
540,556602,Sarah&#39;s Key,305400,Tatiana de Rosnay,4.16,419952,16390,215
541,420282,The Polar Express,9685,Chris Van Allsburg,4.3,211908,16270,257
542,2299110,Acheron,4430,Sherrilyn Kenyon,4.57,54631,16205,188
542,32049,Lady Chatterley&#39;s Lover,17623,D.H. Lawrence,3.51,101695,16205,250
544,16248068,The Elite,2987125,Kiera Cass,4.02,426622,16155,202
545,10637766,Silence,2876763,Becca Fitzpatrick,4.12,244126,16076,203
546,40611328,Ishmael,10330,Daniel Quinn,3.98,83425,16052,194
547,11408650,The Unbecoming of Mara Dyer,4126827,Michelle Hodkin,4.05,152903,16029,184
548,838729,The Return of the King,656983,J.R.R. Tolkien,4.53,679705,16017,220
549,4009,Nine Stories,819789,J.D. Salinger,4.18,134232,15991,212
550,18460392,All the Bright Places,45592,Jennifer Niven,4.15,300972,15905,174
551,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,1235,Jon Krakauer,4.18,395692,15858,224
552,84119,The Horse and His Boy,1069006,C.S. Lewis,3.91,274522,15803,238
553,140077,Dead to the World,17061,Charlaine Harris,4.12,243962,15800,210
554,31463,Far From the Madding Crowd,15905,Thomas Hardy,3.94,128974,15791,231
555,2156,Persuasion,1265,Jane Austen,4.14,525034,15765,205
556,7747374,I Am Number Four,3380908,Pittacus Lore,3.94,312580,15754,202
557,15863832,Angelfall,4890182,Susan Ee,4.13,165040,15745,178
558,41014505,The Bronze Horseman,47499,Paullina Simons,4.3,66385,15678,172
559,56728,You Are Special,2737,Max Lucado,4.45,49205,15642,184
560,518848,Sabriel,8347,Garth Nix,4.15,185251,15638,191
561,3591262,Cutting for Stone,93353,Abraham   Verghese,4.29,337177,15633,195
562,29908754,The Zombie Room,4346642,R.D. Ronald,4.16,61456,15589,173
563,77767,Little House on the Prairie,5300,Laura Ingalls Wilder,4.19,256360,15567,248
564,31122,I Capture the Castle,6208,Dodie Smith,4.0,84741,15561,201
565,92307,Being and Time,6191,Martin Heidegger,4.03,20145,15553,159
566,179064,The Goose Girl,49177,Shannon Hale,4.12,131594,15490,191
567,40611510,The Last Lecture,287960,Randy Pausch,4.26,303196,15336,192
568,13188676,Ignite Me,4637539,Tahereh Mafi,4.4,137699,15294,180
569,92517,The Glass Menagerie,7751,Tennessee Williams,3.71,111808,15284,254
570,1625,Twelfth Night,947,William Shakespeare,3.98,155602,15244,234
571,10576365,The Darkest Minds,2973783,Alexandra Bracken,4.18,148762,15203,174
572,36236125,Invisible Monsters,2546,Chuck Palahniuk,3.98,128376,15186,181
573,11899,The Hours,1432,Michael Cunningham,3.94,125233,15131,214
574,18006496,Queen of Shadows,3433047,Sarah J. Maas,4.55,242850,15071,174
575,40909452,Drums of Autumn,3617,Diana Gabaldon,4.33,207731,15067,191
576,5326,A Christmas Carol,239579,Charles Dickens,4.06,600299,15064,215
577,366522,P.S. I Love You,7116,Cecelia Ahern,4.02,337666,15036,194
578,305234,Wicked Lovely,175855,Melissa Marr,3.69,153136,14973,186
579,5064,World Without End,3447,Ken Follett,4.26,198600,14916,198
580,4134071,Hunted,17015,P.C. Cast,3.93,162736,14912,195
581,24128,The Merchant of Venice,947,William Shakespeare,3.8,157995,14882,234
582,8337,Little House in the Big Woods,5300,Laura Ingalls Wilder,4.18,233355,14827,234
583,29127,The Last Unicorn,1067608,Peter S. Beagle,4.15,97252,14809,188
584,30333938,Slammed,5430144,Colleen Hoover,4.26,209531,14733,167
585,77566,Hyperion,2687,Dan Simmons,4.23,188490,14720,175
586,17675462,The Raven Boys,1330292,Maggie Stiefvater,4.05,270731,14682,170
587,12497,No Country for Old Men,4178,Cormac McCarthy,4.12,148377,14661,196
588,78411,The Bad Beginning,36746,Lemony Snicket,3.95,398293,14654,201
589,30868,The Bean Trees,3541,Barbara Kingsolver,3.97,135124,14620,215
590,15638,Cyrano de Bergerac,670859,Edmond Rostand,4.07,72093,14569,210
